mgnet	weight	node_i	node_j	link_type	crossing_communities	source_i	type_i	path_taxs_i	kingdom_i	phylum_i	class_i	order_i	family_i	genus_i	species_gtdb_i	human_gut_i	is_from_gut_i	group_amr_i	biocide_class_amr_i	class_amr_i	cluster_representative_i	cluster_version_i	metal_class_amr_i	resistance_type_i	source_j	type_j	path_taxs_j	kingdom_j	phylum_j	class_j	order_j	family_j	genus_j	species_gtdb_j	human_gut_j	is_from_gut_j	group_amr_j	biocide_class_amr_j	class_amr_j	cluster_representative_j	cluster_version_j	metal_class_amr_j	resistance_type_j
mOTU-Functional	0.6284695710777329	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_10976	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10976_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6242048859437979	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_11078	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_11078_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6193060944524318	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_11696	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_11696_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6768909023904678	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_11760	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6110081830646501	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_12357	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_12357_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6955522885140905	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_12968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.7129168019282164	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13289	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13289_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6337905090217035	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13306	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.7624285728758853	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13352	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6049155405703616	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13367	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13367_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6112037374287077	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13598	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.7465973214610764	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13766	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13766_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6344369573080115	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13770	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6922650253003976	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_13941	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6381053730030708	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_6650	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_6650_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7698006248864913	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_8085	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other/tetracycline	pan_8085_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6320149412408878	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_8126	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_8126_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6076946693952721	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_8437	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8437_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6220201975347982	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_8728	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	folate_pathway_antagonist	pan_8728_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7546484419849581	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_8855	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_8855_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6310691216565718	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_9635	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6589281712303944	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_9647	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_9647_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.734797666083993	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_9658	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6494704525236612	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_9685	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6911051623155298	Clostridiales sp. [Ruminococcus sp. CAG:/[Ruminococcus] torques/Ruminococcus faecis]	pan_9813	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;55	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Mediterraneibacter faecis	Mediterraneibacter faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6280322119254237	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_10427	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10427_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6227532619869115	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_10456	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6234511455799059	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_10856	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10856_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6204900130654267	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_10968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10968_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6158863702147014	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_11760	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6102032936759273	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_12357	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_12357_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6200442324552046	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_12968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6485547084387095	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_13289	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13289_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6867247636460978	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_13352	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6954123125913487	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_13766	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_13766_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6838463665878283	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_13941	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6215123096665025	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_6650	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_6650_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.7101003928439142	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_8085	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other/tetracycline	pan_8085_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6555503713799321	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_8126	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	beta_lactam	pan_8126_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6127976673245477	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_8437	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_8437_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6153256712963585	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_8855	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_8855_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6074797273877851	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_9635	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6908926934651825	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_9658	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6032310342763834	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_9685	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6635159970086091	Clostridiales sp. [uncultured Eubacterium sp./uncultured Ruminococcus sp.]	pan_9813	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;0	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Lachnoclostridium_B sp900066555	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	NA	NA	NA	NA	NA
mOTU-Functional	0.6211484851896615	Clostridiales sp. [uncultured Ruminococcus sp./Ruminococcus sp. Marseille-P/uncultured Clostridium s	pan_10427	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;328	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Blautia_A faecis	Blautia_A faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10427_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6511045175451732	Clostridiales sp. [uncultured Ruminococcus sp./Ruminococcus sp. Marseille-P/uncultured Clostridium s	pan_10790	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;328	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Blautia_A faecis	Blautia_A faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	polymyxin	pan_10790_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6132041637023903	Clostridiales sp. [uncultured Ruminococcus sp./Ruminococcus sp. Marseille-P/uncultured Clostridium s	pan_10968	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;328	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Blautia_A faecis	Blautia_A faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_10968_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6013425362558872	Clostridiales sp. [uncultured Ruminococcus sp./Ruminococcus sp. Marseille-P/uncultured Clostridium s	pan_11009	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;328	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Blautia_A faecis	Blautia_A faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_11009_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6129414126250521	Clostridiales sp. [uncultured Ruminococcus sp./Ruminococcus sp. Marseille-P/uncultured Clostridium s	pan_11078	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;328	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Blautia_A faecis	Blautia_A faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	glycopeptide	pan_11078_v1.0.1	v1.0.1	NA	antimicrobial
mOTU-Functional	0.6600217758702853	Clostridiales sp. [uncultured Ruminococcus sp./Ruminococcus sp. Marseille-P/uncultured Clostridium s	pan_11561	mOTU-Functional	FALSE	mOTU	mOTU	2;1239;186801;186802;0;0;328	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA	s__Blautia_A faecis	Blautia_A faecis	TRUE	NA	NA	NA	NA	NA	NA	NA	amr	Functional	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Functional	NA	other	pan_11561_v1.0.1	v1.0.1	NA	antimicrobial
